data.source,base.categories,Level_1,Level_2,Level_3
ACLED,Police Forces of Burundi (2005-),security forces,violent political groups,violent groups
ACLED,Police Forces of Burundi (2005-) API Unit,security forces,violent political groups,violent groups
ACLED,Police Forces of Burundi (2005-) Counter Terrorism Unit,security forces,violent political groups,violent groups
ACLED,Police Forces of Burundi (2005-) National Intelligence Service,security forces,violent political groups,violent groups
ACLED,Police Forces of Burundi (2005-) Rapid Mobile Intervention Group,security forces,violent political groups,violent groups
ACLED,Police Forces of Cameroon (1982-),security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (1993-2003),security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (2003-2013),security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (2013-2014),security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (2013-2014) National Security Company,security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (2014-2016),security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (2014-2016) Central Office for the Repression of Banditry,security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (2014-2016) Research and Investigation Division,security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (2016-),security forces,violent political groups,violent groups
ACLED,Police Forces of Central African Republic (2016-) Central Office for the Repression of Banditry,security forces,violent political groups,violent groups
ACLED,Police Forces of Chad (1990-),security forces,violent political groups,violent groups
ACLED,Police Forces of Chad (1990-) Mobile Intervention Unit,security forces,violent political groups,violent groups
ACLED,Police Forces of Democratic Republic of Congo (1997-2001),security forces,violent political groups,violent groups
ACLED,Police Forces of Democratic Republic of Congo (2001-),security forces,violent political groups,violent groups
ACLED,Police Forces of Democratic Republic of Congo (2001-) Garamba National Park,security forces,violent political groups,violent groups
ACLED,Police Forces of Democratic Republic of Congo (2001-) Kahuzi-Biega National Park,security forces,violent political groups,violent groups
ACLED,Police Forces of Democratic Republic of Congo (2001-) Okapi National Park,security forces,violent political groups,violent groups
ACLED,Police Forces of Djibouti (1999-),security forces,violent political groups,violent groups
ACLED,Police Forces of Egypt (1981-2011),security forces,violent political groups,violent groups
ACLED,Police Forces of Egypt (2011-2012),security forces,violent political groups,violent groups
ACLED,Police Forces of Egypt (2012-2013),security forces,violent political groups,violent groups
ACLED,Police Forces of Egypt (2013-2014),security forces,violent political groups,violent groups
ACLED,Police Forces of Egypt (2014-),security forces,violent political groups,violent groups
ACLED,Police Forces of Equatorial Guinea (1979-),security forces,violent political groups,violent groups
ACLED,Police Forces of Eritrea (1993-),security forces,violent political groups,violent groups
ACLED,Police Forces of Ethiopia (1991-),security forces,violent political groups,violent groups
ACLED,Police Forces of Ethiopia (1991-) Liyu Division,security forces,violent political groups,violent groups
ACLED,Police Forces of Gabon (1967-2009),security forces,violent political groups,violent groups
ACLED,Police Forces of Gabon (2009-),security forces,violent political groups,violent groups
ACLED,Police Forces of Gambia (1996-),security forces,violent political groups,violent groups
ACLED,Police Forces of Ghana (1993-2001),security forces,violent political groups,violent groups
ACLED,Police Forces of Ghana (2001-2009),security forces,violent political groups,violent groups
ACLED,Police Forces of Ghana (2009-),security forces,violent political groups,violent groups
ACLED,Police Forces of Guinea (1984-2008),security forces,violent political groups,violent groups
ACLED,Police Forces of Guinea (2008-2010),security forces,violent political groups,violent groups
ACLED,Police Forces of Guinea (2008-2010) Presidential Security Unit,security forces,violent political groups,violent groups
ACLED,Police Forces of Guinea (2010-),security forces,violent political groups,violent groups
ACLED,Police Forces of Guinea-Bissau (2005-2009),security forces,violent political groups,violent groups
ACLED,Police Forces of Ivory Coast (1993-1999),security forces,violent political groups,violent groups
ACLED,Police Forces of Ivory Coast (1999-2000),security forces,violent political groups,violent groups
ACLED,Police Forces of Ivory Coast (2000-2011),security forces,violent political groups,violent groups
ACLED,Police Forces of Ivory Coast (2011-),security forces,violent political groups,violent groups
ACLED,Police Forces of Jubaland (2013-),security forces,violent political groups,violent groups
ACLED,Police Forces of Kenya (1978-2002),security forces,violent political groups,violent groups
ACLED,Police Forces of Kenya (2002-2013),security forces,violent political groups,violent groups
ACLED,Police Forces of Kenya (2013-),security forces,violent political groups,violent groups
ACLED,Police Forces of Lesotho (1998-2012),security forces,violent political groups,violent groups
ACLED,Police Forces of Liberia (1997-2003),security forces,violent political groups,violent groups
ACLED,Police Forces of Liberia (2006-),security forces,violent political groups,violent groups
ACLED,Police Forces of Libya (1969-2011),security forces,violent political groups,violent groups
ACLED,Police Forces of Libya (2011-2012),security forces,violent political groups,violent groups
ACLED,Police Forces of Libya (2012-2014),security forces,violent political groups,violent groups
ACLED,Police Forces of Libya (2014-2016),security forces,violent political groups,violent groups
ACLED,Police Forces of Libya (2016-),security forces,violent political groups,violent groups
ACLED,Police Forces of Madagascar (1996-2002),security forces,violent political groups,violent groups
ACLED,Police Forces of Madagascar (2002-2009),security forces,violent political groups,violent groups
ACLED,Police Forces of Madagascar (2009-2014),security forces,violent political groups,violent groups
ACLED,Police Forces of Madagascar (2014-),security forces,violent political groups,violent groups
ACLED,Police Forces of Madagascar (2014-) Security and Special Interventions Group,security forces,violent political groups,violent groups
ACLED,Police Forces of Malawi (1994-2004),security forces,violent political groups,violent groups
ACLED,Police Forces of Malawi (2004-2012),security forces,violent political groups,violent groups
ACLED,Police Forces of Malawi (2012-2014),security forces,violent political groups,violent groups
ACLED,Police Forces of Malawi (2014-),security forces,violent political groups,violent groups
ACLED,Police Forces of Mali (1992-2002),security forces,violent political groups,violent groups
ACLED,Police Forces of Mali (2002-2012),security forces,violent political groups,violent groups
ACLED,Police Forces of Mali (2012-2013),security forces,violent political groups,violent groups
ACLED,Police Forces of Mali (2013-),security forces,violent political groups,violent groups
ACLED,Police Forces of Mali (2013-) Gendarmerie,security forces,violent political groups,violent groups
ACLED,Police Forces of Mauritania (1984-2005),security forces,violent political groups,violent groups
ACLED,Police Forces of Mauritania (2008-2009),security forces,violent political groups,violent groups
ACLED,Police Forces of Mauritania (2009-),security forces,violent political groups,violent groups
ACLED,Police Forces of Morocco (1961-1999),security forces,violent political groups,violent groups
ACLED,Police Forces of Morocco (1999-),security forces,violent political groups,violent groups
ACLED,Police Forces of Mozambique (1990-),security forces,violent political groups,violent groups
ACLED,Police Forces of Mozambique (1990-) Mozambican Frontier Guard,security forces,violent political groups,violent groups
ACLED,Police Forces of Namibia (1990-),security forces,violent political groups,violent groups
ACLED,Police Forces of Namibia (1990-) Special Reserve Force,security forces,violent political groups,violent groups
ACLED,Police Forces of Niger (1996-1999),security forces,violent political groups,violent groups
ACLED,Police Forces of Niger (1999-2010),security forces,violent political groups,violent groups
ACLED,Police Forces of Niger (2000-2010),security forces,violent political groups,violent groups
ACLED,Police Forces of Niger (2011-),security forces,violent political groups,violent groups
ACLED,Police Forces of Nigeria (1993-1999),security forces,violent political groups,violent groups
ACLED,Police Forces of Nigeria (1999-2015),security forces,violent political groups,violent groups
ACLED,Police Forces of Nigeria (2015-),security forces,violent political groups,violent groups
ACLED,Police Forces of Puntland (1998-),security forces,violent political groups,violent groups
ACLED,Police Forces of Republic of Congo (1992-1997),security forces,violent political groups,violent groups
ACLED,Police Forces of Republic of Congo (1997-),security forces,violent political groups,violent groups
ACLED,Police Forces of Rwanda (1994-),security forces,violent political groups,violent groups
ACLED,Police Forces of Senegal (1981-2000),security forces,violent political groups,violent groups
ACLED,Police Forces of Senegal (2000-2012),security forces,violent political groups,violent groups
ACLED,Police Forces of Senegal (2012-),security forces,violent political groups,violent groups
ACLED,Police Forces of Sierra Leone (1998-2007),security forces,violent political groups,violent groups
ACLED,Police Forces of Sierra Leone (2007-),security forces,violent political groups,violent groups
ACLED,Police Forces of Somalia (1998-2000),security forces,violent political groups,violent groups
ACLED,Police Forces of Somalia (2000-2004),security forces,violent political groups,violent groups
ACLED,Police Forces of Somalia (2004-2012),security forces,violent political groups,violent groups
ACLED,Police Forces of Somalia (2004-2012) Presidential Security Unit,security forces,violent political groups,violent groups
ACLED,Police Forces of Somalia (2012-),security forces,violent political groups,violent groups
ACLED,Police Forces of Somaliland (1991-),security forces,violent political groups,violent groups
ACLED,Police Forces of South Africa (1994-),security forces,violent political groups,violent groups
ACLED,Police Forces of South Sudan (2011-),security forces,violent political groups,violent groups
ACLED,Police Forces of South Sudan (2011-) National Security Service,security forces,violent political groups,violent groups
ACLED,Police Forces of South Sudan (2011-) Service Auxiliary Force,security forces,violent political groups,violent groups
ACLED,Police Forces of Southern Sudan (2005-2011),security forces,violent political groups,violent groups
ACLED,Police Forces of Sudan (1989-),security forces,violent political groups,violent groups
ACLED,Police Forces of Sudan (1989-) National Intelligence and Security Services,security forces,violent political groups,violent groups
ACLED,Police Forces of Sudan (1989-) University Police,security forces,violent political groups,violent groups
ACLED,Police Forces of Swaziland (1986-),security forces,violent political groups,violent groups
ACLED,Police Forces of Tanzania (1964-),security forces,violent political groups,violent groups
ACLED,Police Forces of Togo (1967-2005),security forces,violent political groups,violent groups
ACLED,Police Forces of Togo (2005-),security forces,violent political groups,violent groups
ACLED,Police Forces of Tunisia (1987-2011),security forces,violent political groups,violent groups
ACLED,Police Forces of Tunisia (2011-2014),security forces,violent political groups,violent groups
ACLED,Police Forces of Tunisia (2014-),security forces,violent political groups,violent groups
ACLED,Police Forces of Uganda (1986-),security forces,violent political groups,violent groups
ACLED,Police Forces of Uganda (1986-) Internal Security Organisation,security forces,violent political groups,violent groups
ACLED,Police Forces of Uganda (1986-) Rapid Response Unit,security forces,violent political groups,violent groups
ACLED,Police Forces of Zambia (1991-2002),security forces,violent political groups,violent groups
ACLED,Police Forces of Zambia (2002-2008),security forces,violent political groups,violent groups
ACLED,Police Forces of Zambia (2008-2011),security forces,violent political groups,violent groups
ACLED,Police Forces of Zambia (2011-),security forces,violent political groups,violent groups
ACLED,Police Forces of Zimbabwe (1987-),security forces,violent political groups,violent groups
ACLED,Polisario Front,armed group,violent political groups,violent groups
ACLED,Popular Front of Sudan,armed group,violent political groups,violent groups
ACLED,Popular Resistance,armed group,violent political groups,violent groups
ACLED,Poro Sect Militia (Liberia),armed group,violent political groups,violent groups
ACLED,Poro Sect Militia (Sierra Leone),armed group,violent political groups,violent groups
ACLED,PP: Peoples Party,civilians,nonviolent civilian groups,nonviolent groups
ACLED,PPDU: Unified Democratic Patriots Party,political party,nonviolent political groups,nonviolent groups
ACLED,PPF: Popular Patriotic Front,armed group,violent political groups,violent groups
ACLED,PPRD: Peoples Party for Reconstruction and Democracy,civilians,nonviolent civilian groups,nonviolent groups
ACLED,PRA: Peoples Redemption Army,armed group,violent political groups,violent groups
ACLED,PRFI: Patriotic Resistance Forces of Ituri,armed group,violent political groups,violent groups
ACLED,PRGF: Popular Front for the Central African Renaissance,armed group,violent political groups,violent groups
ACLED,Prison Guards (Burundi),security forces,violent political groups,violent groups
ACLED,Prison Guards (Central African Republic),security forces,violent political groups,violent groups
ACLED,Prison Guards (Democratic Republic of Congo),security forces,violent political groups,violent groups
ACLED,Prison Guards (Egypt),security forces,violent political groups,violent groups
ACLED,Prison Guards (Ethiopia),security forces,violent political groups,violent groups
ACLED,Prison Guards (Gambia),security forces,violent political groups,violent groups
ACLED,Prison Guards (Kenya),security forces,violent political groups,violent groups
ACLED,Prison Guards (Libya),security forces,violent political groups,violent groups
ACLED,Prison Guards (Mali),security forces,violent political groups,violent groups
ACLED,Prison Guards (Mauritania),security forces,violent political groups,violent groups
ACLED,Prison Guards (Morocco),security forces,violent political groups,violent groups
ACLED,Prison Guards (Senegal),security forces,violent political groups,violent groups
ACLED,Prison Guards (Somalia),security forces,violent political groups,violent groups
ACLED,Prison Guards (South Africa),security forces,violent political groups,violent groups
ACLED,Prison Guards (South Sudan),security forces,violent political groups,violent groups
ACLED,Prison Guards (Sudan),security forces,violent political groups,violent groups
ACLED,Prison Guards (Tanzania),security forces,violent political groups,violent groups
ACLED,Prison Guards (Tunisia),security forces,violent political groups,violent groups
ACLED,Prison Guards (Uganda),security forces,violent political groups,violent groups
ACLED,Prison Guards (Zimbabwe),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Algeria),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Burundi),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Democratic Republic of Congo),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Egypt),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Italy),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Ivory Coast),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Kenya),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Liberia),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Libya),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Morocco),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Mozambique),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Namibia),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Nigeria),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Somalia),security forces,violent political groups,violent groups
ACLED,Private Security Forces (South Africa),security forces,violent political groups,violent groups
ACLED,Private Security Forces (South Sudan),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Sudan),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Tanzania),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Togo),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Tunisia),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Uganda),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Zambia),security forces,violent political groups,violent groups
ACLED,Private Security Forces (Zimbabwe),security forces,violent political groups,violent groups
ACLED,PRM: Political Revenge Movement,political party,nonviolent political groups,nonviolent groups
ACLED,PRM: Popular Resistance Movement in the Land of the Two Migrations,armed group,violent political groups,violent groups
ACLED,Protesters (Algeria),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Angola),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Benin),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Botswana),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Burkina Faso),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Burundi),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Cameroon),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Central African Republic),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Chad),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Democratic Republic of Congo),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Djibouti),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Egypt),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Equatorial Guinea),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Eritrea),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Ethiopia),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Gabon),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Gambia),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Ghana),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Guinea-Bissau),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Guinea),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (International),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Ivory Coast),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Kenya),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Lesotho),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Liberia),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Libya),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Madagascar),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Malawi),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Mali),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Mauritania),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Morocco),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Mozambique),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Namibia),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Niger),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Nigeria),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Republic of Congo),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Rwanda),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Senegal),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Sierra Leone),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Somalia),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (South Africa),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (South Sudan),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Sudan),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Swaziland),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Tanzania),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Togo),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Tunisia),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Uganda),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Zambia),protesters,nonviolent civilian groups,nonviolent groups
ACLED,Protesters (Zimbabwe),protesters,nonviolent civilian groups,nonviolent groups
ACLED,PSA: Public Salvation Army,armed group,violent political groups,violent groups
ACLED,PSCSA: Palestine Solidarity Committee of South Africa,movements,nonviolent civilian groups,nonviolent groups
ACLED,PUDEMO: Peoples United Democratic Movement,political party,nonviolent political groups,nonviolent groups
ACLED,PUSIC: Party for the Unity and Safekeeping of Congos Integrity,armed group,violent political groups,violent groups
ACLED,Qadhadhfa Ethnic Militia (Libya),armed group,violent political groups,violent groups
ACLED,Qubeys Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,RAFD-CNT: Rally of Democratic Forces-National Chadian Concord,armed group,violent political groups,violent groups
ACLED,RAFD: Rally of Democratic Forces,armed group,violent political groups,violent groups
ACLED,Rahanweyn Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Elay Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Emid Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Geelidle Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Harin Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Hubeer Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Jilible Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Leeysan Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Leeysan-Bari Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Luwaay Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Maalim Weyne Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Mirifle Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Moalim Weyne Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rahanweyn-Yantar Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Rajaf Communal Militia (South Sudan),armed group,violent political groups,violent groups
ACLED,Rajiban Communal Group (Libya),armed group,violent political groups,violent groups
ACLED,Rambo Group Militia,armed group,violent political groups,violent groups
ACLED,Rashaida Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,Raskamboni Brigade,armed group,violent political groups,violent groups
ACLED,RCD-Goma: Rally for Congolese Democracy (Goma),political party,nonviolent political groups,nonviolent groups
ACLED,RCD-Goma: Rally for Congolese Democracy (Goma),movements,nonviolent civilian groups,nonviolent groups
ACLED,RCD-Goma: Rally for Congolese Democracy (Goma),armed group,violent political groups,violent groups
ACLED,RCD-K-ML: Rally for Congolese Democracy-Kisangani-Liberation Movement,armed group,violent political groups,violent groups
ACLED,RCD-K: Rally for Congolese Democracy (Kisangani),movements,nonviolent civilian groups,nonviolent groups
ACLED,RCD: Constitutional Democratic Rally,political party,nonviolent political groups,nonviolent groups
ACLED,RCD: Rally for Congolese Democracy,political party,nonviolent political groups,nonviolent groups
ACLED,RCD: Rally for Congolese Democracy,armed group,violent political groups,violent groups
ACLED,RCD: Rally for Congolese Democracy (ANC Faction),political party,nonviolent political groups,nonviolent groups
ACLED,RCD: Rally for Congolese Democracy (ANC Faction),armed group,violent political groups,violent groups
ACLED,RCD: Rally for Congolese Democracy (Masunzu Faction),armed group,violent political groups,violent groups
ACLED,RDC: Central African Democratic Rally,political party,nonviolent political groups,nonviolent groups
ACLED,RDL: Rally for Democracy and Liberty,armed group,violent political groups,violent groups
ACLED,RDR: Rally of Republicans,political party,nonviolent political groups,nonviolent groups
ACLED,Red Ants Militia,armed group,violent political groups,violent groups
ACLED,Red Brigades,armed group,violent political groups,violent groups
ACLED,Red Flag Movement,movements,nonviolent civilian groups,nonviolent groups
ACLED,RED-TABARA: Resistance to the Rule of Law in Burundi,armed group,violent political groups,violent groups
ACLED,Reer-Biidyahan Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Dalal Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Hareed Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Hareed-Jibril Abokor Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Hassan Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Hassan-Darood Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Isaq Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Khalaf Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Mahad Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Mohamud Noor-Gadhbursi Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Nimcaale Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Noor Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Noor-Gadabuursi Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,Reer-Ugadh Sub-Clan Militia (Somalia),armed group,violent political groups,violent groups
ACLED,REMNASA: Revolutionary Movement for National Salvation,civilians,nonviolent civilian groups,nonviolent groups
ACLED,RENAMO: Mozambican National Resistance,political party,nonviolent political groups,nonviolent groups
ACLED,RES: Student and Schooling Renaissance,ethnic group,nonviolent civilian groups,nonviolent groups
ACLED,Resistance Patriots of Dongo,armed group,violent political groups,violent groups
ACLED,Revolutionaries of the Western Area,unknown,unknown,violent groups
ACLED,Revolutionary Punishment,armed group,violent political groups,violent groups
ACLED,Revolutionist Council Militia,armed group,violent political groups,violent groups
ACLED,RFC: Rally of Forces for Change,armed group,violent political groups,violent groups
ACLED,RFDG: Rally of Democratic Forces of Guinea,armed group,violent political groups,violent groups
ACLED,RFR: Republican Federalist Forces,armed group,violent political groups,violent groups
ACLED,Rioters (Algeria),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Angola),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Benin),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Botswana),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Burkina Faso),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Burundi),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Cameroon),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Central African Republic),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Chad),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Democratic Republic of Congo),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Djibouti),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Egypt),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Equatorial Guinea),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Eritrea),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Ethiopia),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Gabon),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Gambia),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Ghana),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Guinea-Bissau),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Guinea),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (International),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Ivory Coast),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Kenya),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Lesotho),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Liberia),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Libya),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Madagascar),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Malawi),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Mali),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Mauritania),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Morocco),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Mozambique),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Namibia),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Niger),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Nigeria),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Republic of Congo),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Rwanda),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Senegal),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Sierra Leone),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Somalia),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (South Africa),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (South Sudan),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Sudan),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Swaziland),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Tanzania),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Togo),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Tunisia),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Uganda),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Zambia),violent civilians,violent civilian groups,violent groups
ACLED,Rioters (Zimbabwe),violent civilians,violent civilian groups,violent groups
ACLED,Rizaygat Ethnic Militia (Sudan),armed group,violent political groups,violent groups
ACLED,RJ: Revolution and Justice,armed group,violent political groups,violent groups
ACLED,RPR: Gathering of the Rwandan People,armed group,violent political groups,violent groups
ACLED,RPRC: Patriotic Movement for the Rebirth of the Central African People,armed group,violent political groups,violent groups
ACLED,RPT: Rally of the Togolese People,political party,nonviolent political groups,nonviolent groups
ACLED,RRA: Rahanweyn Resistance Army,armed group,violent political groups,violent groups
ACLED,"RRR: Return, Reclamation andRehabilitation",armed group,violent political groups,violent groups
ACLED,RSADO: Red Sea Afar Democratic Organisation,armed group,violent political groups,violent groups
ACLED,RSF: Rapid Support Forces,military,violent political groups,violent groups
ACLED,RSISTF: Rivers State Internal Security Task Force,security forces,violent political groups,violent groups
